customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-00981,Female,0,Yes,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),42.74,1866.22,Yes
CUST-00982,Female,0,No,No,72,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,115.36,8309.32,No
CUST-00983,Female,0,No,No,54,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,102.34,5537.68,Yes
CUST-00984,Male,0,No,No,70,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,80.86,5630.55,Yes
CUST-00985,Female,0,No,No,64,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,110.31,7070.57,No
CUST-00986,Female,1,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,35.73,2531.22,No
CUST-00987,Female,0,Yes,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),43.91,342.85,No
CUST-00988,Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,116.92,330.85,Yes
CUST-00989,Female,0,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,46.78,498.48,No
CUST-00990,Female,1,Yes,No,61,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,129.09,7900.96,Yes
CUST-00991,Female,0,No,No,32,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,70.55,2270.34,Yes
CUST-00992,Female,0,Yes,No,10,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,88.33,902.72,Yes
CUST-00993,Female,0,Yes,No,44,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),71.31,3124.78,No
CUST-00994,Female,0,Yes,Yes,43,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),111.33,4814.17,No
CUST-00995,Female,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,43.09,1851.87,Yes
CUST-00996,Male,1,No,No,41,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),92.45,3778.62,Yes
CUST-00997,Male,0,No,No,47,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),107.1,5017.53,No
CUST-00998,Female,0,No,Yes,66,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,103.91,6842.33,No
CUST-00999,Female,0,Yes,Yes,47,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,72.53,3397.71,No
CUST-01000,Male,1,No,No,68,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),97.17,6594.15,No
CUST-01001,Female,0,Yes,Yes,6,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),99.0,607.56,Yes
CUST-01002,Male,0,Yes,Yes,70,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,98.85,6958.52,Yes
CUST-01003,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),33.87,334.99,No
CUST-01004,Male,0,No,Yes,3,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.26,252.36,Yes
CUST-01005,Male,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),99.03,1655.64,No
CUST-01006,Male,1,Yes,No,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),114.67,4343.58,Yes
CUST-01007,Female,1,No,No,41,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),93.64,3814.93,No
CUST-01008,Male,0,Yes,No,4,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,122.46,502.04,Yes
CUST-01009,Female,0,Yes,No,53,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),100.71,5366.63,No
CUST-01010,Female,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,113.48,664.66,Yes
CUST-01011,Male,0,Yes,Yes,69,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),124.48,8586.07,Yes
CUST-01012,Male,0,No,No,66,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),82.82,5462.39,No
CUST-01013,Female,0,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),36.42,338.03,Yes
CUST-01014,Male,0,Yes,Yes,54,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.32,4230.86,No
CUST-01015,Male,0,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,108.34,7832.2,No
CUST-01016,Female,0,No,No,58,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Mailed check,109.73,6353.1,No
CUST-01017,Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),36.41,1797.58,No
CUST-01018,Male,0,Yes,No,4,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),112.91,442.71,No
CUST-01019,Female,0,Yes,Yes,20,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),53.42,1044.37,No
CUST-01020,Male,0,No,No,41,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,125.99,5186.99,No
CUST-01021,Male,0,No,No,44,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,121.13,5357.82,No
CUST-01022,Male,0,No,No,7,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,102.56,724.07,No
CUST-01023,Female,0,No,Yes,2,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,114.58,219.71,Yes
CUST-01024,Female,0,No,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),45.59,2216.83,No
CUST-01025,Female,0,No,Yes,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),45.21,2992.27,No
CUST-01026,Female,0,No,No,3,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),71.98,184.04,No
CUST-01027,Female,1,Yes,Yes,55,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Mailed check,106.02,5844.18,No
CUST-01028,Male,0,No,No,6,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.08,498.21,Yes
CUST-01029,Male,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),117.25,8083.66,No
CUST-01030,Male,0,Yes,Yes,66,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,88.48,5823.58,No
CUST-01031,Male,0,No,No,46,No,No phone service,DSL,Yes,No,No,No,No,Yes,Two year,No,Electronic check,65.92,3010.76,Yes
CUST-01032,Female,0,Yes,Yes,53,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),130.5,6915.63,No
CUST-01033,Male,0,No,Yes,46,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,80.35,3699.03,No
CUST-01034,Female,0,No,No,17,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,84.43,1433.93,Yes
CUST-01035,Male,0,Yes,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,44.13,2752.48,No
CUST-01036,Female,0,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),34.94,2097.3,No
CUST-01037,Female,0,Yes,No,11,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),99.61,1106.44,No
CUST-01038,Male,1,Yes,Yes,57,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),116.21,6601.94,Yes
CUST-01039,Male,0,No,No,68,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),107.56,7307.45,Yes
CUST-01040,Male,0,No,No,69,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),87.01,6025.94,Yes
CUST-01041,Male,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),37.21,1428.56,No
CUST-01042,Female,1,Yes,No,66,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,122.47,8088.02,No
CUST-01043,Male,0,No,No,15,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),114.29,1708.67,Yes
CUST-01044,Male,0,Yes,No,67,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,89.51, ,No
CUST-01045,Female,0,No,No,58,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),94.96,5499.74,Yes
CUST-01046,Male,0,Yes,No,69,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),109.77,7583.69,No
CUST-01047,Male,0,No,No,68,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,80.71,5458.54,No
CUST-01048,Male,0,Yes,Yes,3,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),72.75,245.18,Yes
CUST-01049,Male,0,Yes,Yes,31,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.26,2351.64,Yes
CUST-01050,Male,0,No,No,5,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),64.73,341.89,Yes
CUST-01051,Female,0,No,No,55,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),76.86,4236.52,No
CUST-01052,Male,0,No,No,67,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,89.22,5979.36,No
CUST-01053,Male,0,No,Yes,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,66.33,138.33,No
CUST-01054,Male,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),99.05,2173.61,Yes
CUST-01055,Male,0,No,No,59,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,120.1,7117.67,Yes
CUST-01056,Male,1,Yes,Yes,66,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),98.55,6502.22,No
CUST-01057,Female,0,No,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,35.7,2170.57,No
CUST-01058,Male,0,Yes,No,3,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,124.64,369.94,Yes
CUST-01059,Female,0,No,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,46.27,960.82,Yes
CUST-01060,Female,1,No,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,36.79,2624.23,No
CUST-01061,Male,0,No,Yes,6,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),96.37,570.43,No
CUST-01062,Male,0,No,No,57,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),89.11,5077.38,No
CUST-01063,Male,0,No,Yes,68,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,100.7,6867.65,Yes
CUST-01064,Male,0,No,No,71,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Electronic check,75.18,5353.84,No
CUST-01065,Female,0,Yes,Yes,21,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,82.11,1708.95,No
CUST-01066,Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),45.1,468.71,Yes
CUST-01067,Male,0,Yes,Yes,3,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,80.41,219.98,Yes
CUST-01068,Male,1,No,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),45.18,1106.98,No
CUST-01069,Male,0,Yes,Yes,31,No,No phone service,Fiber optic,No,Yes,No,No,No,No,One year,No,Mailed check,71.32,2206.02,Yes
CUST-01070,Male,0,Yes,Yes,8,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),110.47,888.15,Yes
CUST-01071,Male,0,Yes,Yes,69,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.86,6748.97,Yes
CUST-01072,Female,0,Yes,No,71,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,88.41,6283.69,No
CUST-01073,Female,0,No,No,23,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,58.71,1344.68,No
CUST-01074,Male,0,Yes,Yes,53,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),98.81,5206.04,No
CUST-01075,Male,0,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),36.12,1080.74,Yes
CUST-01076,Male,1,Yes,Yes,70,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),120.33,8400.29,No
CUST-01077,Female,1,No,Yes,61,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),103.46,6311.11,No
CUST-01078,Male,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,34.91,853.96,No
CUST-01079,Female,0,No,Yes,33,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,102.0,3373.76,Yes
CUST-01080,Male,1,No,No,47,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),110.97,5235.91,No
CUST-01081,Male,0,Yes,No,11,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),92.61,992.77,Yes
CUST-01082,Male,1,No,No,31,No,No phone service,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Mailed check,71.94,2199.51,Yes
CUST-01083,Male,0,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),34.71,2425.19,No
CUST-01084,Female,0,No,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,48.9,1972.94,No
CUST-01085,Female,0,No,No,22,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),111.61,2457.76,Yes
CUST-01086,Male,0,Yes,Yes,53,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),122.19,6469.67,No
CUST-01087,Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,108.92,419.54,Yes
CUST-01088,Female,0,No,No,29,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,91.38,2660.87,Yes
CUST-01089,Female,0,Yes,Yes,28,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Credit card (automatic),97.14,2742.98,No
CUST-01090,Female,0,Yes,No,18,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,99.99,1771.78,Yes
CUST-01091,Female,0,Yes,No,4,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.26,449.45,Yes
CUST-01092,Male,1,No,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,33.8,2099.97,No
CUST-01093,Female,0,No,No,71,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,87.78,6223.3,No
CUST-01094,Male,1,Yes,Yes,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,102.88,820.18,Yes
CUST-01095,Female,0,Yes,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),45.48,2046.08,Yes
CUST-01096,Female,0,No,No,32,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),69.86,2229.39,No
CUST-01097,Female,1,No,No,2,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),88.8,194.06,Yes
CUST-01098,Female,0,Yes,No,67,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),67.29,4535.45,No
CUST-01099,Female,0,Yes,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),47.4,1823.03,No
CUST-01100,Male,0,No,Yes,48,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Credit card (automatic),72.3,3456.38,No
CUST-01101,Male,0,Yes,Yes,64,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),98.77,6339.97,No
CUST-01102,Female,0,Yes,No,15,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Electronic check,89.75,1355.25,No
CUST-01103,Female,1,No,No,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.99,48.53,Yes
CUST-01104,Male,0,No,No,48,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,85.86,4131.73,Yes
CUST-01105,Female,0,Yes,No,44,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),104.66,4606.48,No
CUST-01106,Female,0,Yes,Yes,46,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.34,3242.86,Yes
CUST-01107,Male,0,Yes,No,1,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),73.83,73.83,Yes
CUST-01108,Female,0,Yes,Yes,28,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),91.69,2563.9,No
CUST-01109,Female,0,No,No,3,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.05,289.72,Yes
CUST-01110,Male,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,121.06,8225.97,Yes
CUST-01111,Male,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,34.12,279.99,No
CUST-01112,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),34.2,38.66,Yes
CUST-01113,Female,0,Yes,Yes,65,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),109.14,7066.11,No
CUST-01114,Male,0,Yes,Yes,35,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,83.74,2927.85,No
CUST-01115,Male,0,No,No,58,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,105.33,6109.45,No
CUST-01116,Male,1,No,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,46.8,1754.55,No
CUST-01117,Male,0,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,34.68,1660.34,No
CUST-01118,Male,0,Yes,Yes,32,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),113.65,3638.25,Yes
CUST-01119,Male,0,No,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,35.66,1639.21,No
CUST-01120,Female,0,No,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),45.2,1240.23,Yes
CUST-01121,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),37.8,171.08,Yes
CUST-01122,Male,0,Yes,Yes,46,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),92.49,4242.77,Yes
CUST-01123,Male,0,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),44.8,2272.02,No
CUST-01124,Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),36.25,326.46,Yes
CUST-01125,Female,0,Yes,Yes,63,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),76.15,4775.04,No
CUST-01126,Female,0,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,34.67,2171.52,No
CUST-01127,Female,0,Yes,No,55,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,78.39,4317.68,No
CUST-01128,Female,0,Yes,Yes,63,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Electronic check,99.08,6250.82,No
CUST-01129,Female,1,Yes,Yes,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),45.36,2979.93,Yes
CUST-01130,Female,1,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),118.07,4127.29,Yes
